Route ID;Step ID;Town A;Town B;Distance;Driver name
294835;4;BAGNOLS EN FORET;PEGOMAS;18.184;Maria NIELSEN
73253;31;FONTCOUVERTE;BERNEUIL;12.353;Lyubov KUZNETSOV
191685;5;LE THUIT DE L OISON;FEUGUEROLLES;15.826;Anna SMIRNOVA
286087;8;LE SAUZE DU LAC;ESPINASSES;7.254;Elisabeth GOMEZ
141763;40;BERRIC;THEIX NOYALO;9.365;Sergey SMIRNOV
138157;11;MENTHONNEX SOUS CLERMONT;SERRIERES EN CHAUTAGNE;11.54;Igor BAUER
299928;30;CORVEISSIAT;ARANDAS;40.205;Irina BONDARENKO
200024;18;ST ETIENNE DE SERRE;CLEON D ANDRAN;38.824;Alina NOWAK
181745;26;ST AGNAN SUR SARTHE;LES MONTS D ANDAINE;62.614;Wolfgang FERNANDEZ
35271;33;ST GERMAIN DES GROIS;LOISAIL;20.204;Serhei FERRARI
245717;26;CHASSIEU;COURZIEU;30.436;Daniel KOVÁCS
85672;27;MALREVERS;ST PIERRE EYNAC;7.466;Peter MARTIN
161700;2;LAPERCHE;MONTIGNAC DE LAUZUN;5.239;Darya VOLKOVA
88807;18;ST ANDRE DE BRIOUZE;GIEL COURTEILLES;9.521;Alexander SCHÄFER
177322;21;BECCAS;RICOURT;6.462;Robert PETROVA
189480;36;REILLANNE;PIERREVERT;10.208;Vladymyr IVANOVA
32715;19;ROMILLY;ROCE;17.881;Marta HUBER
39485;2;THONNE LA LONG;VERNEUIL PETIT;2.35;Wolfgang JONES
97474;18;ONGLIERES;PLENISETTE;1.249;Valentyna SCHMID
13438;12;GENNES LONGUEFUYE;ST BRICE;11.124;Sergey SANCHEZ
264894;13;MANHAC;COMPS LA GRAND VILLE;8.31;Natalya SCHULZ
124285;11;BEAUREGARD;ST JEAN DES VIGNES;15.117;Dmitriy JOHNSON
201365;17;BEGNECOURT;VITTEL;15.574;Denis HUBER
174747;8;DESERVILLERS;CHANTRANS;8.713;Wolfgang MOROZOVA
284561;18;ST LOUP;ST BRICE;3.842;Roman WEBER
242465;17;VIENNE LA VILLE;VIENNE LE CHATEAU;6.311;Irina BAUER
127746;11;MONCAUT;MASSELS;34.591;Andrea PEREZ
159653;13;ASTAFFORT;FALS;5.153;Elena ANDERSSON
82487;16;FLEVY;BAMBIDERSTROFF;28.756;Lyubov SIMON
55921;9;THENEZAY;LA GRIMAUDIERE;11.368;Juan SANTOS
167350;5;LE TUZAN;ST SYMPHORIEN;5.637;Denis MEYER
127590;1;LE LAC D ISSARLES;PERROS GUIREC;725.542;Giovanni RODRIGUEZ
199574;22;MONTIGNY SUR CHIERS;MONDIGNY;79.113;Angela RICHTER
185738;7;BEAUX;VAL D ARCOMIE;77.16;Petra HERNANDEZ
282314;28;CHEMENOT;BIEFMORIN;4.752;Aleksandra JIMENEZ
293395;11;MONTAIN;PLAINOISEAU;1.772;Giovanni MORENO
162558;2;TRACY SUR MER;PONTS SUR SEULLES;11.111;Tatyana JONES
145111;29;ST SALVADOUR;FEYT;64.457;Mária RUIZ
72250;36;LANEUVILLE AU RUPT;SAULVAUX;8.714;Tatyana TORRES
171965;23;PONTCHARDON;LES BOTTEREAUX;31.012;Laura TORRES
19816;6;LINTHES;PLEURS;4.165;Vladimir MAGOMEDOV
104884;1;ST MARTIN D ENTRAUNES;ST ETIENNE DE TINEE;18.065;Barbara JIMENEZ
124290;10;GUNSBACH;TALLANS;97.755;John ALVAREZ
212165;23;LOUBIGNE;ST MARTIN DU CLOCHER;18.003;Rosa TAYLOR
256773;1;MARTIGUES;GEFFOSSES;816.611;Thomas SCHMIDT
44630;8;ROMEGOUX;BORDS;4.048;Elisabeth THOMAS
165803;11;CAGNES SUR MER;L ETRAT;299.576;Natalya SOKOLOVA
279425;25;NOYERS ST MARTIN;MAUCOURT;44.396;Petra MOROZOVA
239964;23;DUNG;PRESENTEVILLERS;1.506;Michel JOHANSSON
243652;19;DAMPIERRE LES BOIS;ISSANS;14.005;Josef WEBER
235207;28;RAMMERSMATT;FRESSE;28.869;Christian LOPEZ
238845;14;ST VERAND;ST SAUVEUR;4.166;Klaus POPOV
297391;27;LES RESSUINTES;MOUTIERS AU PERCHE;13.543;Aleksandra GARCIA
267388;3;TOSSE;SAUBION;2.979;Hans MEYER
86818;21;TOURNEMIRE;CASTELNAU PEGAYROLS;20.776;Dmitriy WILLIAMS
17687;14;PETIT COURONNE;NASSANDRES SUR RISLE;35.284;Aleksandra ROBERTS
99380;14;SECHAULT;SOMME BIONNE;20.364;Mária KARLSSON
39048;1;URSCHENHEIM;WIDENSOLEN;2.554;Josef JONES
44226;20;OYTIER ST OBLAS;ESTRABLIN;8.008;David ROBERTS
61705;26;PISANY;ST AUGUSTIN;24.344;Yvan MOROZOVA
268140;11;LES LOGES SAULCES;LES ISLES BARDEL;4.542;Pavel SCHMID
131692;30;ST SORNIN;LE VILHAIN;23.224;Ivan NOVIKOVA
212427;23;BREHEVILLE;ST NICOLAS;209.864;Marta RODRIGUEZ
201985;19;MARSILLY;CLAVETTE;12.076;Patrick MEYER
171059;12;ST PERAN;BLERUAIS;7.588;Mariya ALVAREZ
15052;19;LE THOU;BORDS;24.418;Eva KLEIN
152531;10;BAZAS;BOURRIOT BERGONCE;32.452;Martin EVANS
299681;20;ST JEAN DU PIN;MONCORNEIL GRAZAN;281.651;Alexander TORRES
291175;2;DOUDEVILLE;SAANE ST JUST;10.233;Piotr KOCH
161359;12;MONTIGNAC;COIRAC;4.654;Anna POPOV
50141;22;TOURNUS;BYANS SUR DOUBS;94.476;David ROBERTS
145300;5;VANDOEUVRE LES NANCY;ORTONCOURT;41.068;Vladymyr NOVIKOVA
40577;11;FAUCON;CURNIER;16.655;Igor MARIN
176286;10;ST PRIVE;CHATIN;69.184;Elena THOMAS
134502;33;VIGNEUL SOUS MONTMEDY;VERNEUIL GRAND;7.371;Denis COSTA
162510;2;ETAUX;ALLONZIER LA CAILLE;14.529;Tatiana SOKOLOVA
112602;27;PALAJA;ARQUETTES EN VAL;11.31;Dmitriy RUIZ
39123;19;JEGUN;CASTIN;10.087;Natalya SIMON
220233;28;VOUGY;LEIGNEUX;40.415;Yvan RUIZ
206331;8;ELISE DAUCOURT;JUVINCOURT ET DAMARY;83.612;Hans BECKER
88304;9;LE GICQ;STE EANNE;51.623;Claude SCHMIDT
167917;9;VAUNAC;THENON;30.566;Rosa DAVIES
70158;2;OTTANGE;MANOM;13.707;Karin TÓTH
213774;12;SULLY LA CHAPELLE;MAREAU AUX BOIS;12.857;Karin WAGNER
244575;10;LAGUIOLE;ST FLOUR;40.928;Andrey SOKOLOVA
281246;24;ST AIGNAN SUR ROE;ST MICHEL DE LA ROE;2.791;Anton SCHULZ
202771;4;DRACY;TANNERRE EN PUISAYE;7.044;Barbara TORRES
284676;28;MAISONNEUVE;CRAON;6.491;Tatiana RUSSO
150;4;VERMENTON;PREGILBERT;8.751;Ekaterina EVANS
126397;16;ST MEDARD D AUNIS;PORT DES BARQUES;25.431;Anton SILVA
267525;4;VIELLE ST GIRONS;HERM;21.81;Elena EVANS
199131;21;LERY;SAINTS GEOSMES;47.646;Marta FERNANDEZ
8175;30;LA CELLE SUR NIEVRE;LIMANTON;48.637;Antonio MUÑOZ
23788;1;MARAUSSAN;CREISSAN;12.431;Marie KRAVCHENKO
54416;29;TALUYERS;LOIRE SUR RHONE;11.023;Andreas ALVAREZ
54341;2;CANOHES;ST FELIU D AMONT;9.903;Andrei BECKER
264253;10;LE COLLET DE DEZE;ST MARTIN DE VALGALGUES;15.628;Elena WOLF
152298;35;PARIS;LONGUEVILLE;278.056;Michel POPOV
234871;23;ESPERCE;ARROUT;49.909;Brigitte PAVLOVA
287783;3;AUCHAY SUR VENDEE;MONTREUIL;5.175;Marie PETROV
269172;25;ENTREVENNES;LES MUJOULS;66.611;Mario SCHULZ
174334;7;BAGNOLS SUR CEZE;MEJANNES LES ALES;38.452;Josef HOFFMANN
286010;16;OISSEL;ETURQUERAYE;28.063;John WOLF
145066;8;CAMARADE;MONTBRUN BOCAGE;6.022;Valentina JENSEN
289683;18;VERSON;THUE ET MUE;6.572;Oksana ROMERO
88988;23;MONTCHEVREL;NEUVILLE SUR TOUQUES;31.509;Martin SMIRNOV
216293;14;ALZON;LA COUVERTOIRADE;13.664;Petra SMIRNOVA
59000;21;SERROUVILLE;MALAVILLERS;4.166;Michael SIMON
125758;18;REMILLY LES MARAIS;AUVERS;14.857;Eva FERNANDEZ
92792;7;COURTHEZON;CRILLON LE BRAVE;21.8;Laura MARTINEZ
157537;6;CUGAND;LA HAIE FOUASSIERE;15.891;Oksana MUÑOZ
103040;2;VER LES CHARTRES;MIGNIERES;4.611;Serhei RUIZ
147236;29;LA MOTTE D AIGUES;LA BASTIDONNE;11.063;Wolfgang TORRES
90670;1;ARUDY;BERNADETS;34.487;Olga THOMAS
200067;23;MENAUCOURT;BROUSSEY EN BLOIS;14.074;Brigitte WEBER
241835;13;PRIN DEYRANCON;CRAMCHABAN;5.558;Natalya JENSEN
192389;5;ROCHEVILLE;ST SAUVEUR LE VICOMTE;13.867;John SANTOS
140563;15;ESCATALENS;ISSEPTS;96.419;Mario HUBER
277654;10;ST MAURICE EN GOURGOIS;MALLEVAL;42.428;Irina SCHULZ
1800;34;LA CHAPELLE D AUNAINVILLE;MORAINVILLE;4.853;Tatyana WAGNER
198132;25;UFFHEIM;SIERENTZ;2.909;Maksim RODRIGUEZ
141579;8;ST BONNET LA RIVIERE;MAGNAT L ETRANGE;90.199;Vladymyr HOFFMANN
264193;24;ST GILLES PLIGEAUX;CANIHUEL;4.772;Igor WEBER
49878;8;REJAUMONT;BON ENCONTRE;45.285;Sergey ZIMMERMANN
76496;17;ST VERAND;CHAUSSETERRE;58.011;Vasylyi RUIZ
298268;4;DONNEMAIN ST MAMES;OLIVET;47.335;Nadezhda ROBERTS
26173;13;TOURREILLES;LOUPIA;5.873;Martin MÜLLER
65033;9;CANTE;AIGNES;10.834;Maksim JOHNSON
218245;12;SALVIAC;DAGLAN;9.298;Mária NAVARRO
58691;19;VILLERS LA FAYE;MONTMANCON;46.12;Paul PETROVA
58384;8;GUILLESTRE;EYGLIERS;3.864;Sandra ALONSO
39977;20;CAUBON ST SAUVEUR;MUSSIDAN;50.595;Serhei RICHTER
138477;1;SARE;LOUHOSSOA;19.432;Monika NOWAK
272457;5;DOMPIERRE SUR CHARENTE;CHERAC;3.898;Karin WILSON
152504;29;TREIZE VENTS;LA VILLEDIEU DU CLAIN;107.409;Aleksandr BROWN
197295;21;DROUGES;MOUSSE;2.23;Dmitriy MILLER
160768;13;UCHIZY;FOISSIAT;26.372;Michel BAUER
176190;8;RAMBAUD;LA MOTTE EN CHAMPSAUR;21.594;Olga KUZNETSOV
76249;13;BREUIL;LESBOEUFS;34.719;Marta WOLF
64287;19;ST GENEYS PRES ST PAULIEN;ROCHEFORT SAMSON;107.423;Michel NOWAK
17030;7;CAISSARGUES;BOUILLARGUES;3.332;Tatyana NAGY
197026;1;MAGOAR;PLESIDY;5.863;David JOHANSSON
46139;15;ST RIQUIER EN RIVIERE;LE TITRE;37.598;Darya NOWAK
69268;25;LES MARTRES D ARTIERE;ST MYON;20.26;Mária WILSON
248412;1;RIEDISHEIM;ILLFURTH;10.322;Ana JOHNSON
41864;24;ST COSME EN VAIRAIS;ST GERVAIS DU PERRON;37.036;Brigitte POPOV
136057;6;NAILHAC;TEMPLE LAGUYON;4.547;Vladimir VASILEVA
125953;6;ST VINCENT DE PAUL;TETHIEU;4.036;Vladimir SIMON
86800;4;FAY EN MONTAGNE;CHAPOIS;20.945;Anne WILLIAMS
188510;26;MIRABEAU;LA BASTIDONNE;5.368;Werner NAVARRO
91844;6;BRUCH;ST LAURENT;3.452;Daniel RODRIGUEZ
95566;4;TROISFONTAINES;VEHO;31.74;Valentyna BONDARENKO
227801;9;DIZIMIEU;ST JEAN DE NIOST;15.279;Elisabeth SMIRNOVA
27719;11;BARGUELONNE EN QUERCY;ST CAPRAIS;27.849;Giuseppe JOHANSSON
137454;23;LES ESSARDS;GUIZENGEARD;20.122;David PEREZ
54973;24;ST SAUVEUR GOUVERNET;LE POET EN PERCIP;9.229;Piotr DAVIES
236388;8;LE PIN;MONTREUIL DES LANDES;73.592;Paul KUZNETSOVA
78778;4;BOUTENAC;LUC SUR ORBIEU;3.367;Aleksandr POPOV
41889;9;LA CHAPELLE BERTRAND;POMPAIRE;3.668;Evgeniy BONDARENKO
87887;31;PUISEAUX;LE VAUDOUE;15.85;Vladimir VOLKOVA
264264;17;PUY D ARNAC;JOU SOUS MONJOU;70.808;Vladymyr KRAVCHENKO
211779;3;STE COLOME;SEVIGNACQ MEYRACQ;3.2;Paul SHEVCHENKO
44988;17;MAIGNAUT TAUZIA;BEAUCAIRE;6.035;Vladymyr ALONSO
9132;7;REILHAC;LE VAULMIER;27.036;Natalya SCHÄFER
217305;15;PIERREVERT;VINON SUR VERDON;11.612;Alexander SOKOLOVA
45027;11;GIMONT;LARTIGUE;16.702;Daniel THOMAS
116194;6;BIOT;CALLIAN;26.356;Nykolai SCHULZ
84448;2;TOSSE;ST LON LES MINES;17.098;Marina SMIRNOVA
57409;12;MONTREUIL;CHANTELOUP LES BOIS;77.436;Werner RUSSO
35782;17;OZILLAC;JONZAC;4.313;Werner FERREIRA
77836;18;LA SAUVETAT DE SAVERES;VIRELADE;105.724;Mario HERNANDEZ
240963;10;ST JEAN DE LIVERSAY;MAILLE;10.035;Jean ANDERSSON
165238;32;MURET ET CROUTTES;BEUGNEUX;5.863;Marie MARTIN
46118;4;CAUSSE DE LA SELLE;AGDE;55.135;Olga GOMEZ
237237;3;STE COLOMBE;AUBONNE;18.933;Francisco ROSSI
162688;27;LA PIARRE;LE POET;29.933;Giovanni SIMON
83553;19;PONT DE LABEAUME;LENTILLERES;6.255;Maksim FISCHER
165599;7;EYRANS;CARS;7.22;Andrei TÓTH
62734;13;ST ROMAIN;NEYRON;88.393;Wolfgang MUÑOZ
50118;11;LE MESNIL SIMON;ST BENOIT D HEBERTOT;28.719;Manfred PEREZ
231207;19;LA TOUR DU PIN;POURCHARESSES;175.83;Richard DIAZ
149034;3;VIVIERS SUR CHIERS;LONGUYON;2.969;Natalya VARGA
190021;32;PRUNIERES;NIMES;135.056;Christine ROMERO
230309;15;BAONS LE COMTE;CAUMONT;32.068;Darya VOLKOVA
78071;13;ST ANDRE DE L EURE;GROSSOEUVRE;7.918;Karin LOPEZ
205341;34;PIBLANGE;EBLANGE;6.083;Angela NOVIKOVA
90721;5;AGOS VIDALOS;ADE;11.991;Darya SZABÓ
274245;1;CLERMONT;CESSALES;59.566;Mária GOMEZ
288041;21;UMPEAU;BAILLEAU L EVEQUE;19.917;Olga DIAZ
58036;20;ST FIACRE SUR MAINE;CHATEAU THEBAUD;3.522;Alina KOCH
219225;27;CLERE SUR LAYON;PLEINE FOUGERES;182.213;Werner IVANOVA
113824;24;LA ROTHIERE;ST LEGER SOUS BRIENNE;9.626;Manfred COSTA
148247;8;VERTAIZON;LES MARTRES D ARTIERE;6.356;Aleksandr HOFFMANN
263719;12;OZOIR LA FERRIERE;GAGNY;16.404;Nikolay SCHULZ
279592;9;PANNECE;LOIREAUXENCE;15.153;Svetlana JONES
207026;12;NAGES ET SOLORGUES;ST DIONISY;2.093;Andrey ROMERO
230717;16;DALOU;ST JEAN DE VERGES;2.191;Jose MORENO
134178;31;ST JOACHIM;ST MALO DE GUERSAC;5.597;Klaus BROWN
187791;24;ST VINCENT DE PAUL;ROUFFIAC;55.997;Anton JOHANSSON
93039;27;BEAUMONT;ANDILLY;4.928;Jan VASILEVA
52660;15;PLENEE JUGON;PLESTAN;6.845;Vladymyr KOVALENKO
22414;19;ST MEDARD D EXCIDEUIL;ROYERES;62.303;Andrei MEYER
122515;14;MARIEULLES;OFFROICOURT;80.808;Jan KOCH
159786;13;LE BEZ;LE POUJOL SUR ORB;48.753;Yuliya EVANS
87002;19;SUPT;PORT LESNEY;20.206;Klaus THOMAS
12666;10;ST PAUL EN FORET;CARROS;47.173;Werner FERRARI
142358;27;LES MONCEAUX;CHAULIEU;83.011;Paul JIMENEZ
163268;30;VERDON;BOISSE;11.058;Darya MORENO
235553;6;CASTETBON;ST MEDARD;22.475;Ana GUTIERREZ
61682;4;CHATEAUNEUF MIRAVAIL;SERRAVAL;190.972;Andrey GARCIA
123585;27;ROMENAY;JOUVENCON;7.27;Monika KOVÁCS
257406;20;TREFUMEL;ST ANDRE DES EAUX;4.063;Alexander GUTIERREZ
11864;16;LE BOULLAY LES DEUX EGLISES;PUISEUX;3.154;Michael MARTIN
47690;13;MARCY;JARDIN;50.334;Lyubov SMIRNOVA
295845;13;ALTWILLER;BERTHELMING;10.484;Elisabeth SCHMIDT
179065;22;LA THUILE;MERCURY;27.831;Aleksandra GUTIERREZ
186586;19;LONGNES;CRANNES EN CHAMPAGNE;5.913;Nadezhda SCHNEIDER
21947;29;REGUINY;PONTIVY;17.718;Aleksey HERNANDEZ
195934;11;ATHIES;MONCHY LE PREUX;5.828;Peter EVANS
202504;45;LALLEY;FAUCON DU CAIRE;51.291;Yvan PETROVA
131578;6;MONTBRISON SUR LEZ;ROUSSET LES VIGNES;3.816;Alexander KARLSSON
172113;5;CASSON;ST MARS DU DESERT;9.181;Josef JOHANSSON
60675;12;GENEVREY;TERNUAY MELAY ET ST HILAIRE;24.363;Eva KLEIN
136064;21;VALFLEURY;LOIRE SUR RHONE;21.111;Barbara SMIRNOV
67809;23;MEUZAC;ST BONNET LA RIVIERE;29.288;Mária KOCH
67233;16;CAMPNEUSEVILLE;HODENG AU BOSC;2.753;Mario THOMAS
16684;1;LES ISLETTES;LE CLAON;4.018;Maksim KLEIN
142363;20;MOLOY;CONFRACOURT;74.02;Anastasiya SCHNEIDER
198936;8;BEDDES;LE CHATELET;6.774;Juan KOVALENKO
264933;8;REMAUCOURT;SERRIS;134.589;Olha DIAZ
53588;8;LIVET ET GAVET;REVEL;8.678;Elisabeth WAGNER
182303;21;SEUIL;VAUX LES RUBIGNY;30.945;Olga KOCH
233264;18;ST BONNET PRES BORT;LE MONTEIL;23.966;Maksim PEREZ
276719;14;FERRIERES;VIGNEULLES;4.027;David BRAUN
286175;4;CREHEN;CORSEUL;6.572;Mikhail JONES
74816;22;ST PARDOULT;LA JARRIE AUDOUIN;3.737;Lyubov VARGA
187058;12;COUVERTPUIS;OSNE LE VAL;12.076;Aleksey PEREZ
274972;22;OUZOUER SUR TREZEE;VIEILLES MAISONS SUR JOUDRY;36.337;Oksana SCHÄFER
233409;38;BELLESERRE;CAHUZAC;2.272;Marina FERNANDEZ
270843;22;ST PAUL LE GAULTIER;AVERTON;7.529;Alina ALVAREZ
103112;13;PAULHAN;ST BAUZILLE DE LA SYLVE;11.425;Petra WEBER
109801;26;LES LANDES GENUSSON;REMOUILLE;21.166;Jose RODRIGUEZ
86255;19;IBIGNY;ARRY;72.789;Martin SANCHEZ
115707;5;LA COUTURE;LUCON;11.131;Eva PETROV
45862;32;ST CYR SOUS DOURDAN;PECQUEUSE;9.204;Nikolay BECKER
289687;2;PIRIAC SUR MER;ST GILDAS DE RHUYS;27.949;Nykolai PEREIRA
209269;22;ST SERIES;CAISSARGUES;24.171;Tomasz WAGNER
89801;17;THUSY;BOUSSY;11.096;Jan SOKOLOVA
236161;22;ST MARTIN STE CATHERINE;MANSAT LA COURRIERE;18.307;Alina SILVA
188205;4;RESENLIEU;CROISILLES;3.151;Jean WILSON
259205;21;VALENSOLE;ROUMOULES;16.703;Karin MAGOMEDOV
194241;3;GRANDCHAMP;MAATZ;2.045;Elisabeth KUZNETSOVA
49674;3;BROYE AUBIGNEY MONTSEUGNY;CHEVIGNEY;5.18;Evgeniy DAVIES
128224;22;PEVY;FLIGNY;69.888;Oksana NAGY
37542;24;AUTECHAUX;MONTJUSTIN ET VELOTTE;26.591;Vera SCHÄFER
92530;16;ST HILAIRE BONNEVAL;ST GENEST SUR ROSELLE;5.057;Peter ZIMMERMANN
218955;18;ST DENIS D ANJOU;LA ROCHE NEUVILLE;23.438;Nikolay NOVIKOVA
14507;21;VILLIERS AUX CORNEILLES;AMBONNAY;67.614;Olha HANSEN
151188;24;BENOITVILLE;PENVENAN;136.391;Marina FISCHER
110187;26;LAMARQUE;SOUSSANS;4.302;Lyubov NAVARRO
1197;18;ST PRIEST LA PRUGNE;LA MONNERIE LE MONTEL;12.925;Oksana RAMOS
165347;11;VIALAS;ST MARTIN DE BOUBAUX;16.698;Klaus KOVALENKO
212863;13;ABLON;FATOUVILLE GRESTAIN;3.935;Nadezhda POPOVA
283166;24;LA TRINITE DES LAITIERS;LE SAP ANDRE;3.11;Elisabeth MARTIN
23607;11;CASTERA LANUSSE;CHIS;20.157;Serhei GOMEZ
50357;5;VAL REVERMONT;SALAGNON;68.697;Patrick GUTIERREZ
26998;1;STE ADRESSE;HONFLEUR;15.842;Pavel FERREIRA
282728;2;TRAMAYES;EPIRY;116.962;Dmitriy GUTIERREZ
40119;20;BARLY;OCCOCHES;2.781;Svetlana MAGOMEDOV
137530;18;STE COLOMBE;REIGNEVILLE BOCAGE;2.782;David NAVARRO
166454;17;DIXMONT;SOLTERRE;54.465;Igor MEYER
139140;6;OTHE;BAZEILLES SUR OTHAIN;1.841;Eva TÓTH
176508;1;VILLELOUP;ECHEMINES;4.684;Valentyna KOCH
200618;2;ETREVAL;SEMMADON;80.81;Dmitriy KOVÁCS
272435;1;LIPOSTHEY;MOUSTEY;13.912;Barbara DIAZ
257338;10;LE CHALARD;STE FEREOLE;51.426;Maryia ANDERSSON
290840;1;RUFFIGNE;TEILLAY;4.802;Aleksey ROSSI
74824;15;MONTELS;LOUBIERES;10.177;Nykolai MEIER
190243;10;ST LEGER LES PARAY;VOLESVRES;4.127;Marta PEREIRA
58925;9;CHASNE SUR ILLET;GANDELAIN;112.935;Anne SZABÓ
122178;23;PRADS HAUTE BLEONE;LAMBRUISSE;18.811;Paul NAVARRO
265758;26;VICTOT PONTFOL;CRAMENIL;54.025;Christian SOKOLOVA
107357;6;SURGY;BUVILLY;182.554;Jean HOFFMANN
124306;5;VIEUX CHAMPAGNE;EAUX PUISEAUX;76.209;Karin MAGOMEDOV
253464;4;ST NICOLAS DE LA HAIE;ST ROMAIN DE COLBOSC;18.685;Manfred PAVLOVA
163461;22;ST SALVY DE LA BALME;LASFAILLADES;11.18;Andrey GUTIERREZ
113767;9;CONFOLENT PORT DIEU;LA CHAPELLE LAURENT;70.195;David NOVIKOVA
286119;13;VERSAILLEUX;NEYRON;23.293;Giuseppe GUTIERREZ
148811;12;MOLIERES;LA SEGALASSIERE;24.145;Nikolay SMIRNOV
239900;9;PRAILLES LA COUARDE;FRANCOIS;14.93;Thomas BECKER
15571;4;CHAILLAND;ST GERMAIN D ANXURE;10.151;Juan BAUER
22151;18;DURAVEL;THEZAC;10.664;Lyubov HUBER
96957;3;TRIEUX;FLEVILLE LIXIERES;12.861;Dmitriy NOVIKOVA
24236;6;CHAMBRAY;CAILLOUET ORGEVILLE;8.505;Aleksandra FERREIRA
203523;3;ERREVET;VERLANS;13.511;Piotr MEIER
1640;3;MONTJEAN;THEIL RABIER;5.778;Tomasz SMIRNOV
54687;1;CHAMONIX MONT BLANC;LES HOUCHES;10.273;Maksim KLEIN
67826;12;LANDRES ET ST GEORGES;SOMMERANCE;3.256;Olga BROWN
106806;26;ST ROMANS DES CHAMPS;RIVES D AUTISE;34.007;Alexander LOPEZ
284321;41;FONTAINE FOURCHES;CORRIBERT;64.99;Irina VARGA
228683;36;MONTBAZON;BALLAN MIRE;9.81;Sandra JOHANSSON
63558;4;TENTELING;FARSCHVILLER;4.99;Peter RICHTER
292700;1;LAGNES;CABRIERES D AVIGNON;3.093;Giovanni JENSEN
254013;11;CRETS EN BELLEDONNE;BLUFFY;58.103;Olha RUIZ
178629;36;ST MARTIN LE CHATEL;ST NIZIER D AZERGUES;55.889;Hans ROSSI
274991;29;ESPARROS;ASQUE;4.647;Eva PETROV
47046;9;ORMES;ARTENAY;15.331;Andrea WEBER
239911;3;ST JUST;LUNEL VIEL;3.752;Nadezhda SILVA
14269;21;BOISSY EN DROUAIS;ST SEBASTIEN DE MORSENT;34.122;Manfred KLEIN
236438;8;STE MERE EGLISE;BRICQUEVILLE;28.823;Maksim BECKER
103646;11;MONTAIGU LES BOIS;MONTBRAY;11.81;Barbara ZIMMERMANN
279310;40;CHATEAUVIEUX LES FOSSES;LODS;4.204;Robert SCHMID
22109;4;SOMMAUTHE;SY;8.348;Monika SMIRNOVA
199752;3;PEDERNEC;LEZARDRIEUX;26.971;Josef PEREZ
15647;16;LA TOUR D AUVERGNE;NEBOUZAT;25.39;Pavel THOMAS
28889;19;NEUVY AU HOULME;LES MOUTIERS EN AUGE;16.907;Marina KLEIN
297738;14;GOERSDORF;WOERTH;2.923;Olha ALVAREZ
214643;12;ST BONNET DE CHIRAC;RENAISON;178.813;Barbara SCHÄFER
199694;5;WEITERSWILLER;KNOERSHEIM;19.853;Valentyna KOCH
67001;2;VER SUR MER;BAZENVILLE;5.522;Evgeniy KOVÁCS
186646;6;GAMBAISEUIL;MERE;8.269;Tatiana SCHÄFER
80347;13;JAYAT;PORCIEU AMBLAGNIEU;62.592;Andreas FISCHER
221180;12;FOS SUR MER;ARLES;22.03;Nykolai PEREZ
12910;19;LA MOTTE SERVOLEX;ST PAUL;9.335;Roman HUBER
14892;5;LA REMUEE;ST SULPICE DE GRIMBOUVILLE;17.052;Maryia THOMAS
241934;4;DINARD;ST LUNAIRE;2.607;Olha MORENO
222305;5;PLESSIS BARBUISE;MONTGENOST;3.003;Igor JONES
219212;4;ST DENIS DES MONTS;ROSNY SUR SEINE;65.142;Maksim MEIER
154553;20;MESCHERS SUR GIRONDE;VAUX SUR MER;11.789;John NOWAK
197564;2;ST GENIES DES MOURGUES;CLARET;21.996;Juan KOVÁCS
255406;16;LE PLANTAY;ST TRIVIER SUR MOIGNANS;15.173;Claude HUBER
211995;3;AVAILLES LIMOUZINE;CHAUNAY;38.556;Ana HUBER
254745;27;SERMOISE;BENAY;43.802;Hans MUÑOZ
254812;20;VAUDRIVILLERS;LANANS;1.799;Juan THOMAS
205788;12;CHAZE SUR ARGOS;CHEMILLE EN ANJOU;46.231;Giovanni TAYLOR
51599;7;LUGOS;BELIN BELIET;10.307;Elisabeth VARGA
172125;15;BEAUMETTES;AURIBEAU;20.017;Francesco SCHMID
58174;10;LAUREDE;MUGRON;3.409;Paul JOHANSSON
211672;24;MONTREUIL SUR ILLE;CROLLON;37.38;Michael WOLF
279001;18;FRAISANS;SANTANS;11.515;Eva SCHNEIDER
288906;20;BRION PRES THOUET;STE VERGE;5.055;Lyubov KARLSSON
229170;7;ANGEOT;CHAUX;12.708;Serhei RODRIGUEZ
170013;5;LATRAPE;LACAUGNE;3.63;Nadezhda GARCIA
163114;26;ST JULIEN DE L ESCAP;CLION;50.961;Nadezhda WILSON
236310;6;LA ROUAUDIERE;ST AIGNAN SUR ROE;3.617;Marta NIELSEN
193396;14;CLION;LUSSAC;2.906;Maryia WEBER
189168;12;JOPPECOURT;PREUTIN HIGNY;4.726;Aleksandr KRAVCHENKO
203021;13;VALLENTIGNY;GOMMEVILLE;54.949;Maryia HERNANDEZ
74626;33;LENDOU EN QUERCY;MONTEILS;57.747;Natalya VASILEVA
2138;15;ST MARTIN DE LENNE;ONET LE CHATEAU;32.634;Marta FERNANDEZ
190561;19;LE TEMPLE;ILE D AIX;266.567;Patrick RUSSO
71598;27;BRIANT;POISSON;9.096;David KOVALENKO
55655;21;BOURIDEYS;VERT;31.328;Valentyna GONZALEZ
125163;20;ST PIERRE LES BITRY;QUINCY BASSE;23.398;Richard TÓTH
